,huc12,ps,corr
976530,20600030902,7835,0.692515928428337
976601,20700040305,2398,0.6924812190893547
976619,20700081004,55164,0.6924712496399422
976682,20700100307,50449,0.6924458728806099
976734,20801010000,55101,0.6924187434204724
976767,20700080103,1745,0.6923987652211326
976836,20503010802,55600,0.6923603501593929
976965,20600060502,55502,0.6923073781896958
976968,20700040305,58427,0.6923059128622951
977146,20801050104,55164,0.6922206227439451
977270,20801061101,50039,0.692172643736766
977280,20502050607,2682,0.6921659314829512
977307,20801050504,56671,0.6921540666347239
977321,20801100603,2625,0.6921443016128355
977356,20700110206,2493,0.6921277096328041
977419,20801050104,55401,0.6920988699325394
977437,20802080206,55600,0.6920950548760749
977440,20600030703,2840,0.6920924987948275
977470,20700040807,55229,0.6920787654851138
977483,20700041106,1572,0.6920696676418839
977544,20801070203,55101,0.6920367645037201
977648,20801090505,1740,0.6919910954193699
977671,20801040703,56397,0.6919785506801153
977698,20802080206,54076,0.6919657008286646
977711,20700020507,1843,0.6919563000162611
977728,20801050301,10773,0.6919486773437216
977730,20600020206,3118,0.6919478220614188
977735,20501050607,2378,0.6919453511871613
977741,20802060201,55738,0.6919439273299549
977816,20801090501,2480,0.691907848768679
977856,20503061713,1825,0.6918924849295759
977920,20801060503,8906,0.691864083707055
977935,20802010204,1571,0.6918545715376017
978005,20700041106,54832,0.691823406151079
978032,20801060601,7984,0.6918135082781661
978287,20801040102,3405,0.691701484178744
978296,20502060602,7869,0.6916986208651618
978427,20600060403,8906,0.6916384913663622
978536,20600060401,3393,0.6915778810790987
978588,20802060201,3096,0.6915484202437552
978627,20801090302,2399,0.6915241535267949
978642,20801080104,6031,0.6915154544336312
978671,20801070203,2721,0.6915025057653733
978750,20801090302,1720,0.6914662740898387
978779,20600020203,55239,0.6914548138945421
978785,20801100404,55690,0.6914488367567452
978789,20801030906,6035,0.6914468293995785
978883,20700080803,1866,0.6914111180927079
979051,20502010709,1378,0.6913300544695239
979131,20700020802,2723,0.6912887435262494
979136,20501060502,50279,0.6912856339174649
979149,20801100405,1382,0.6912791081436708
979542,20600060601,55801,0.6911367552172824
979625,20801090501,2434,0.6910926257177111
979676,20501030704,55231,0.6910663658852507
979704,20503050107,50279,0.6910482483196574
979716,20801100206,10621,0.6910399390036139
979796,20502061207,994,0.6909971567389545
980013,20600020406,2517,0.6908918104639243
980089,20501050607,50888,0.6908544198714843
980195,20700040102,994,0.6908174543870921
980217,20801060503,602,0.6908055857459694
980219,20801100403,2850,0.6908051687028588
980299,20801050301,55699,0.6907624938565402
980443,20600030602,602,0.6906968265897055
980489,20600060402,1366,0.6906761055781082
980536,20802070206,1830,0.6906511849723288
980571,20600060101,2721,0.6906339671640073
980613,20700030405,1363,0.6906089393657479
980649,20503030802,7153,0.6905931855588717
980656,20503060707,1554,0.6905914022150399
980707,20700020402,3809,0.6905668778335567
980751,20600050506,55690,0.6905427778887548
980773,20700100804,8053,0.6905353433484501
980784,20801030703,55101,0.6905308738257585
980805,20801030906,55101,0.6905158914379875
980892,20700020205,3161,0.6904755454472691
980940,20503030802,55228,0.6904556108813762
981004,20503051011,983,0.690427443463312
981186,20802080304,1382,0.6903408291742201
981289,20503051007,7759,0.6902969834473969
981369,20600030703,55401,0.6902627868404213
981469,20801100404,7837,0.6902138612103643
981529,20700100803,7915,0.6901896900454808
981533,20502061207,55348,0.6901864160083684
981536,20801090505,994,0.6901837578976521
981564,20700100402,1564,0.6901696040671952
981620,20600040101,55516,0.6901421615471434
981621,20600030805,2727,0.6901416855404316
981651,20503060707,1571,0.6901277478048067
981664,20600030602,56292,0.690121476831307
981694,20503061304,50555,0.6901095795715245
981977,20801100603,1830,0.68995770259322
982066,20801030502,2682,0.6899032023350236
982079,20801040102,6071,0.689899003291415
982228,20801050104,50966,0.6898498845341685
982248,20801060501,983,0.6898411544983879
982256,20600020206,3407,0.6898373439477663
982258,20700020402,1831,0.6898360000971434
982271,20801050301,10771,0.6898309399590442
982322,20503060707,55350,0.6898096884029539
983888,20700081003,55264,0.6897526081557194
983959,20600060604,1001,0.6897106121307766
984052,20600031101,3948,0.6896926242467084
984143,20501071003,1769,0.6896455493424909
984197,20502061103,55233,0.6896213219554226
984242,20600031101,1866,0.6895954836704746
984291,20600030701,7153,0.6895708523778337
984348,20801100403,55233,0.6895415897603405
984367,20600060604,56808,0.6895305389893975
984424,20700100102,55503,0.6895107010104149
984426,20600060506,55801,0.6895094184724977
984494,20600020609,10190,0.6894766192719182
984501,20600060202,55196,0.6894724633411813
984533,20700081005,3403,0.6894537111274179
984539,20801040303,2880,0.6894512181331218
984813,20503060504,52007,0.6893882085938112
984815,20503051007,55701,0.6893872418524954
984852,20801060501,55116,0.6893713713617752
985022,20801070203,1831,0.6892904877295561
985044,20700020302,7948,0.6892820531239224
985073,20700020403,55193,0.6892668943878965
985625,20503061106,55938,0.6892148827062866
985676,20700020403,4259,0.6891942927708234
985683,20600060402,1571,0.6891920111582427
985824,20600030102,2878,0.6891338715707502
985876,20700030405,7826,0.6891052160783719
985909,20801050604,990,0.6890869851587607
985946,20600031101,2378,0.6890616006189798
985985,20801060702,1379,0.6890373802293641
986017,20801070204,6031,0.6890229970684879
986177,20700110104,1366,0.6889419049039082
986249,20802060103,2878,0.6889236038901634
986261,20503061702,10603,0.688918020373632
986463,20600030105,1723,0.6888254576343729
986705,20600030902,56808,0.6887388586647485
986772,20600030102,55710,0.6887264681814377
986834,20801090302,50458,0.6887091766104876
986839,20700100401,7314,0.6887072344039373
986912,20503030802,1743,0.6886874714621768
986980,20502061103,1740,0.6886691162634195
987034,20503050406,2832,0.6886523086024043
987210,20502061103,6082,0.6885842084027017
987233,20600040101,2828,0.6885729287367947
987300,20700080403,1723,0.6885381306724846
987306,20600030602,3935,0.6885363372066448
987329,20801080104,55524,0.6885257715622628
987372,20501030704,1040,0.6885095707498363
987381,20600040101,3809,0.6885087754661807
987385,20700020402,6082,0.6885069605692063
987412,20802010204,55228,0.6884985011045192
987455,20600031201,1382,0.6884860022246257
987477,20600030105,6213,0.6884810559997633
987514,20600030502,56397,0.6884712945864666
987553,20700081003,991,0.6884559447280406
987611,20801050104,7948,0.6884293160909097
987626,20700040806,6082,0.6884239103847936
987688,20801040201,6004,0.6883860965717402
987797,20503051010,55247,0.6883310088583808
987860,20600060604,2403,0.6882974573346674
987870,20801100307,55401,0.6882938448492321
987950,20503060504,7869,0.6882562680577011
988018,20801010000,55801,0.688230468463288
988020,20600050104,1553,0.6882299719254029
988113,20700110305,1010,0.6881838948749324
988133,20700090704,1740,0.6881710770588283
988140,20801031002,3096,0.6881661984397548
988205,20801050301,55349,0.6881314700547558
988206,20600040101,2504,0.6881313892274177
988244,20600020405,1379,0.6881174609842875
988306,20600020204,1710,0.6880890728623522
988377,20700020507,3403,0.6880505015363855
988378,20503051011,1010,0.6880499513203028
988392,20700020802,3130,0.6880457936154064
988413,20801110303,55690,0.6880343427876872
988429,20503051007,52087,0.6880242823997652
988466,20700110203,3136,0.6880100170850395
988505,20700020204,55233,0.6879919321576737
988600,20802060605,3804,0.6879473485013752
988621,20501070205,1384,0.6879390124693416
988649,20700100804,6137,0.6879274452179016
988658,20700030106,1356,0.6879231321269549
988719,20503051011,3136,0.6878976410907868
988732,20600060502,2878,0.6878932293173722
988734,20502050607,2878,0.6878930504470266
988830,20700020402,56808,0.6878487607497156
988849,20600020203,55801,0.6878343447917212
988915,20700060503,1830,0.6878073912512133
988974,20502050607,1366,0.6877793861398029
989007,20801040704,55787,0.6877640648549209
989030,20501071003,2539,0.6877514467664574
989057,20801060501,55228,0.6877405499483088
989081,20503050906,602,0.6877273248799233
989108,20503061702,7948,0.6877132508707011
989134,20501050307,7984,0.6876987605994219
989384,20700020205,7972,0.6875677590026562
989424,20802060201,997,0.6875469492780983
989437,20503040702,594,0.6875382284917546
989460,20600020406,3935,0.6875239817775468
989496,20700030801,7335,0.6875095605222924
989504,20801100307,55285,0.6875057804394007
989506,20501011312,7915,0.6875049612926409
989564,20802060103,6071,0.6874726448933313
989822,20700110102,1378,0.6874064323369679
989865,20700020507,55690,0.687386472209827
989942,20801070203,55247,0.6873555612454741
989949,20502010709,1554,0.6873541462986251
990053,20802080303,1830,0.6873523166625346
990097,20700100201,55375,0.6873427816214357
990104,20801030502,1740,0.6873403092969035
990151,20502040407,1382,0.6873162305970751
990178,20700030405,55284,0.6873031421230861
990195,20503061107,55787,0.6872953391777129
990226,20600020206,6166,0.6872807313492101
990312,20700111001,1830,0.6872499835767993
990398,20502061103,54592,0.6872172126241288
990415,20503030802,56397,0.6872079530178722
990522,20801060503,6041,0.6871655218309933
990530,20801020204,2378,0.6871617825736578
990541,20502061103,7914,0.6871575044563705
990621,20801060402,6004,0.6871102394891668
990674,20600020207,50006,0.6870966003244621
990800,20801061101,55284,0.6870372635179577
990807,20600020203,2403,0.6870333968620107
990957,20600060403,2535,0.6869520959712819
990988,20802060201,55502,0.6869331073113606
991017,20503011001,56259,0.6869185854476701
991036,20600060601,56259,0.6869066845819235
991102,20600030805,10603,0.6868700406360382
991180,20801100307,1743,0.6868336279814741
991211,20600030902,50497,0.6868205088762956
991259,20801090302,6213,0.6867956469411185
991279,20700041006,50451,0.686783311903021
991304,20801100403,55502,0.6867730260503268
991388,20503050406,3954,0.6867357185557103
991439,20700020403,10190,0.6867121660314952
991484,20801060503,3809,0.6866931935355486
991610,20503030802,55297,0.6866456665179753
991642,20801060403,2878,0.6866307824437539
991687,20801040504,54547,0.6866121698023425
991794,20600040203,50292,0.6865683630564406
991824,20600060401,10870,0.6865558790533159
991838,20700050704,55164,0.6865491739992491
991841,20600050508,1001,0.6865476283723605
991856,20600020609,7869,0.6865405958831275
991885,20600020406,50888,0.6865285941408551
991905,20502061103,2718,0.6865171402873491
991915,20801100603,4259,0.6865131251309887
991948,20600060402,1353,0.6864990462554246
991961,20503051011,10751,0.6864902715119825
992048,20700110104,3096,0.6864414584789654
992061,20600020204,57029,0.6864346726535959
992067,20801060702,54593,0.6864339484652082
992145,20801030602,2709,0.6864056778593276
992170,20600020411,1382,0.6863918990733735
992199,20600020104,8006,0.6863777970088635
992286,20503051010,55193,0.6863375899007681
992292,20700020204,55699,0.6863363920907476
992297,20600060202,6137,0.6863337377989854
992330,20700110106,56671,0.6863156896108911
992361,20503051011,1695,0.6862987733258445
992397,20501060502,1040,0.6862853244990796
992405,20700020204,7158,0.6862807860696303
992426,20801060402,55377,0.6862699413424441
992427,20700090704,1743,0.6862699098797663
992507,20600031204,56032,0.6862311309455683
992587,20503061202,55381,0.6861917321054452
992595,20802040501,2713,0.6861890422325762
992601,20600030703,55148,0.6861855598270181
992619,20801061102,55667,0.6861762015177777
992637,20700040409,55251,0.6861683849055723
992642,20801090302,1832,0.686167353175308
992698,20600050402,7835,0.6861455093202365
992728,20503050802,7314,0.6861269070499592
992815,20600031102,7835,0.6860831944728372
992817,20700030405,994,0.6860827466183101
992831,20801100403,1571,0.6860747801029405
992847,20700080803,7826,0.6860671880805576
992867,20502050607,8906,0.6860596777239211
992908,20801100307,55088,0.6860431645352505
992911,20700030801,55148,0.6860420704349619
992921,20801090501,2399,0.6860383099124833
992953,20700100803,7912,0.6860209142132813
992980,20700080803,3948,0.6860056754794567
993006,20600020206,7335,0.6859934194145176
993010,20503061503,10190,0.6859907612556191
993167,20503061702,55801,0.6859171524489601
993400,20600030301,55239,0.6858371410748382
993409,20600020204,2718,0.685833474513386
993440,20700030405,2490,0.6858238214314429
993467,20700100803,6705,0.6858120430966971
993481,20802071002,55224,0.6858033372572869
993537,20801090302,1384,0.685782681897376
993572,20801030906,55088,0.6857664706888309
993623,20600030602,1554,0.6857457724949437
993627,20503061106,55667,0.6857445108924152
993630,20600060403,55787,0.6857436345147442
993648,20503051011,10113,0.6857331269533503
993674,20801050301,8102,0.6857224607230618
993680,20502050607,1552,0.6857185096384438
993720,20801040504,1825,0.6856936792942893
993721,20801090302,55262,0.6856931952651166
993782,20700050801,55101,0.6856671593447367
993827,20802071002,3393,0.6856502173147379
993832,20801100307,2713,0.6856495017825914
993918,20801080104,1010,0.6856017772571601
993922,20600030701,58427,0.6855978634326048
993932,20700020801,2878,0.6855935621470141
993940,20700081003,3796,0.6855895819176048
994004,20802010605,54547,0.6855567795646942
994082,20801060702,55701,0.6855213666165556
994119,20600040302,4259,0.6855065012983601
994191,20801060501,55285,0.6854725076704343
994216,20700020801,1040,0.6854607756075396
994222,20801031002,55502,0.6854569965522053
994259,20600031204,55938,0.6854426507498882
994282,20600020207,55405,0.6854268130667658
994304,20600050506,55699,0.6854171076969147
994446,20700100307,55375,0.6853773244288219
994552,20503020506,55736,0.6853301756763996
994638,20700020507,7872,0.6853121114690918
994670,20801100404,50458,0.6853003391293342
994709,20503040702,6113,0.6852781269500275
994782,20700080803,7763,0.6852357296605085
994793,20700020402,602,0.6852300842999556
994817,20700020207,1366,0.6852192207127185
994885,20801040104,1843,0.6851883449738866
994917,20700020403,1733,0.6851732245027717
994918,20600030902,1001,0.6851732013186981
995030,20600020206,1740,0.6851263548584929
995061,20801040303,55088,0.6851111140436675
995089,20600060506,2408,0.6850992543099036
995134,20600050203,3399,0.6850731965214838
995147,20700080403,7158,0.6850646790143701
995176,20700100102,3406,0.685052180149188
995217,20801030602,56196,0.6850376110428832
995245,20501071003,55262,0.6850284848912872
995318,20700020801,3113,0.6849915881669247
995384,20700040102,2712,0.6849610313353783
995386,20802050607,7838,0.6849600042516014
995394,20502060602,7314,0.6849548512917101
995402,20801090302,2480,0.6849490471663998
995420,20802060103,599,0.684938467781952
995438,20801060901,7915,0.6849300611094626
995522,20700040807,7835,0.6848869307459133
995554,20700100401,1831,0.6848678185181278
995602,20802060201,55347,0.6848469364286672
995629,20801060501,7763,0.6848359547965566
997130,20600020207,1571,0.6848110279081784
997155,20600030402,2500,0.6847955549712031
997205,20700020403,55736,0.6847669937980991
997220,20600060403,50449,0.6847622239003203
997314,20503051011,55298,0.6847155890867118
997333,20503030802,7158,0.6847069387924053
997358,20801100404,55969,0.6846980659038295
997384,20503051011,55377,0.6846845920518374
997394,20801100307,1720,0.6846783411912827
997487,20801060702,2721,0.6846540918237765
997524,20700040806,1379,0.684640134071375
997531,20801020204,6019,0.6846358452918324
997579,20700020205,2718,0.6846139563532766
997644,20503050802,2721,0.6845847533503789
997665,20801020204,3944,0.6845762132578046
997685,20600010000,2625,0.6845686062158413
997702,20700020507,2679,0.6845597970775777
997744,20600060604,2549,0.6845433899074829
997774,20801030502,10113,0.6845314594513414
997865,20700020205,55337,0.6844937518036488
997928,20801070204,55262,0.6844633298906785
998005,20700081003,8042,0.6844253843232799
998053,20503050107,8226,0.6844003629618085
998128,20802020105,2721,0.6843709451374921
998267,20502061103,7913,0.6843176868573001
998296,20801060803,55111,0.6842997828929478
998314,20600030703,54034,0.6842894416646784
998460,20700041006,55516,0.684223934390219
998471,20700100401,2500,0.6842162131989004
999000,20801090302,991,0.6841327393164339
999012,20801050301,2480,0.6841261299697805
999040,20501011312,1745,0.6841122149692445
999047,20700020403,599,0.6841067916558771
999056,20700030106,10113,0.684102395513101
999138,20700110106,55148,0.6840625855829899
999165,20600020206,7314,0.6840544390822659
999166,20700020207,7869,0.6840542752879749
999296,20801030502,2517,0.6839878200291601
999344,20700100804,2511,0.6839662856891209
999422,20700110106,7318,0.683931295911338
999436,20600020609,55699,0.6839258302566598
999443,20600031101,55229,0.6839210266313601
999556,20801020204,52087,0.6838563766903694
999568,20700100102,2517,0.6838513443759051
999576,20503050505,1382,0.6838462895882401
999633,20700041006,2866,0.6838121078122775
999759,20503060707,56188,0.6837502349751959
999784,20700080102,1843,0.6837366631438712
999815,20502040407,55401,0.6837150878912316
999823,20503030802,54593,0.6837124437793675
999918,20801090505,990,0.6836704403681123
999941,20801080104,3935,0.6836624595957013
1000033,20600031101,56259,0.6836103046670672
1000059,20600060506,2403,0.6836006166093822
1000070,20802050403,6031,0.6835926539882183
1000079,20801070104,10773,0.6835873098343258
1000128,20802070704,54844,0.6835617470462174
1000154,20600020104,2411,0.6835487547361602
1000170,20600020207,55247,0.6835430491370458
1000180,20503061204,50978,0.6835375268244114
1000209,20502040407,10525,0.6835202874357892
1000223,20801090505,10725,0.6835125604911071
1000242,20503030802,55101,0.6835061063336085
1000246,20801100206,55801,0.6835035431360321
1000265,20801060402,55969,0.6834926028246526
1000320,20801050301,8042,0.6834727188975848
1000394,20503061107,56032,0.6834370446195119
1000460,20700040102,56188,0.6834198712059957
1000495,20801010000,2403,0.6834073888416068
1000677,20801060803,54041,0.6833148067372911
1000733,20502010709,2535,0.6832926509646063
1000791,20700080803,2682,0.6832622500693737
1000842,20501060502,2713,0.6832342072707802
1000856,20801090302,2712,0.6832287141338367
1000952,20700090405,1723,0.6832012935871524
1001035,20501050607,1831,0.6831528020593702
1001097,20503011001,7962,0.6831221352298669
1001100,20700090704,55502,0.6831206271666721
1001147,20700020204,2403,0.6830918529051223
1001152,20801050104,3954,0.6830890256109489
1001155,20801070102,1552,0.6830884948132155
1001171,20600040203,10190,0.6830799371295265
1001192,20600031102,7258,0.683071988102438
1001214,20700090704,8906,0.6830624786405386
1001238,20801040406,2727,0.6830481850847657
1001312,20501060502,8042,0.6830123468323741
1001432,20802060906,1001,0.682950625899872
1001449,20501050607,55654,0.6829439205856153
1001513,20700100401,50451,0.6829167327441492
1001565,20700110102,2490,0.6828949778210507
1001606,20700020302,6071,0.6828747391123388
1001624,20700110104,50888,0.6828665055529445
1001675,20801100603,55969,0.6828420825879681
1001710,20600030105,1720,0.6828264173780215
1001715,20600031201,54844,0.6828221349802908
1001761,20801030703,50744,0.6828022485155758
1001781,20503020305,7835,0.6827906121202559
1001869,20801020303,7314,0.6827544448925997
1001895,20801030906,55401,0.6827432546419843
1001936,20700080803,8906,0.6827241543760658
1001978,20802060804,6250,0.6827046977435831
1002021,20801030906,55285,0.6826845581899235
1002076,20600060403,1379,0.6826622773991691
1002114,20801050104,7335,0.6826433926659984
1002121,20503060707,55377,0.6826366979404996
1002123,20503051010,55111,0.6826360407039587
1002151,20801090302,7314,0.6826256380767741
1002181,20502060602,994,0.6826139007234153
1002217,20503051010,1554,0.6825991554785229
1002340,20600030703,1695,0.6825505364498646
1002349,20802010605,55285,0.6825458571432791
1002407,20700040305,1572,0.6825223718668141
1002437,20801020408,56808,0.6825101974659842
1002444,20700020403,2516,0.682506071955908
1002471,20700041006,55710,0.6824949433240122
1002554,20700110106,10099,0.6824543893982968
1002567,20700041006,7759,0.6824499063871458
1002572,20503041204,55348,0.6824483364702671
1002677,20502010709,7158,0.6824052015753299
1002785,20600020204,8226,0.6823631189093748
1002829,20801100307,55102,0.6823431817470593
1002846,20801110704,55969,0.6823389890590669
1002866,20600030105,3406,0.6823316819999864
1002895,20503060707,1745,0.6823183595265511
1002903,20700100401,54547,0.6823136899758605
1002915,20600020301,1695,0.6823085758479065
1003005,20600030703,3393,0.6822666265275501
1003040,20801100403,3804,0.6822466045610392
1003042,20600030701,55285,0.6822453037180128
1003077,20700041009,54915,0.6822235720803511
1003099,20700020801,594,0.6822124057536737
1003106,20802060201,55193,0.6822080805438374
1003131,20700110206,55348,0.6821990062144881
1003232,20801100403,55718,0.6821583763898608
1003240,20501070205,3406,0.6821553249312275
1003381,20501030704,995,0.6820963861381257
1003397,20600050104,1720,0.6820894536618611
1003404,20503011001,56292,0.6820852808204391
1003533,20600060603,1552,0.6820247138308982
1003557,20502061103,2490,0.6820149723203939
1003617,20700040305,983,0.6819920612709528
1003639,20600020204,1769,0.6819816295224345
1003666,20600020204,2399,0.6819698397470952
1003668,20801030502,50385,0.6819690456692268
1003687,20801060503,7839,0.681963067294127
1003723,20801040203,50497,0.6819505605641167
1003802,20503020305,3403,0.6819147624555911
1005428,20801100206,2840,0.6818365692173078
1005430,20600020609,1001,0.6818363692340644
1005440,20503061304,3403,0.6818321230545998
1005456,20503050906,2706,0.681822749390699
1005464,20802010605,3407,0.6818165465172698
1005480,20802010204,3393,0.6818093814528972
1005502,20700040305,1378,0.6817986197389139
1005524,20700081003,7258,0.681787543722935
1005533,20802050607,55116,0.6817828344308027
1005540,20801070204,55348,0.6817808416707041
1005725,20700020205,1353,0.6817091478873003
1005760,20600020207,10343,0.6816920772254116
1005778,20801090302,1010,0.6816822885962799
1005801,20700020302,6094,0.6816732882180856
1005803,20802010605,2850,0.6816714909230497
1005817,20502061103,3944,0.6816656672290977
1005854,20802050607,50497,0.6816521210629736
1005858,20502061103,2723,0.6816508245943084
1005883,20501050307,1553,0.6816395556188736
1005897,20801070203,2847,0.6816340239930951
1005907,20600060401,52019,0.6816311941958034
1005951,20503030802,50966,0.6816081430113798
1005954,20700020507,50385,0.6816074683152479
1006011,20600030502,7835,0.6815778170156567
1006098,20700100804,7872,0.6815430153979244
1006194,20801061102,2406,0.6815008294580256
1006200,20700080803,3399,0.6814968726445089
1006241,20501050607,2847,0.6814738587900603
1006247,20700080803,54034,0.6814692153039723
1006297,20600020406,3393,0.6814482166945198
1006300,20801090501,6019,0.6814461290848495
1006313,20600030602,54592,0.6814365204639733
1006326,20700041006,55736,0.681428939418063
1006395,20700110104,7805,0.6813950029459525
1006442,20802020105,995,0.6813683180253443
1006482,20700110207,3403,0.6813481069476703
1006489,20802080203,54076,0.681345665816357
1006525,20700020205,5083,0.6813223088238329
1006568,20503061304,55938,0.6813028424776909
1006594,20600060101,3797,0.6812896339906143
1006635,20801060402,7314,0.6812677200163259
1006646,20700030405,50966,0.681261858088197
1006684,20600031204,1832,0.6812476389373686
1006690,20802010204,55101,0.6812442139480867
1006701,20700020403,55337,0.6812401304920619
1006802,20600060403,55337,0.6812022027982978
1006824,20501011312,3140,0.6811925017781779
1006851,20700090704,54592,0.6811782603319677
1006914,20502010709,2840,0.6811472144365427
1006975,20503051010,2866,0.6811196537515484
1006990,20700100102,56292,0.6811129307367266
1007086,20700030106,1382,0.6810726913447757
1007105,20503060707,7836,0.6810633869702664
1007122,20600031102,54592,0.6810602691909949
1007205,20600020207,55251,0.6810240036241109
1007250,20600060506,1695,0.6810045976797086
1007260,20700080102,6035,0.6810009141254101
1007656,20502050607,2840,0.6809929363571621
1007729,20801100206,55164,0.6809492055253568
1007787,20801060601,2500,0.680914606917263
1007966,20801100403,55348,0.6808917719513975
1007990,20501030704,2721,0.6808847752239253
1008023,20700060503,7258,0.6808704137161159
1008088,20600020411,3148,0.6808389711112235
1008098,20801090501,8906,0.6808373778865761
1008141,20502061103,55401,0.6808169124112344
1008184,20801030602,3797,0.6807922077296015
1008213,20802010204,7763,0.6807779403189324
1008281,20801100603,6035,0.6807446816330334
1008447,20801040602,55232,0.6807300386547321
1008486,20700030106,2712,0.6807162667899175
1008632,20600030502,1825,0.6806557073065367
1008643,20801060601,1552,0.6806521845145919
1008655,20801040602,55524,0.6806454006349478
1008656,20802071002,7318,0.6806445548698902
1008760,20700041006,7845,0.6805987864703951
1008797,20700100803,7838,0.6805847194397464
1009089,20700051004,10603,0.6804374941809047
1009217,20700020403,8906,0.6803742911927714
1009230,20700090601,1564,0.6803673870555965
1009251,20700100803,7783,0.6803545886872256
1009264,20700041009,55969,0.6803489320066188
1009356,20600031101,2480,0.6803142117161164
1009437,20600060603,55524,0.6802749211948202
1009468,20802080304,54592,0.6802573517829084
1009477,20600020207,55738,0.6802537214526057
1009586,20700100401,54915,0.6802086798027658
1009594,20600020405,2539,0.6802035094622904
1009625,20802060605,2828,0.6801870533202803
1009627,20700040807,7962,0.6801854173996109
1009682,20700111001,10870,0.6801615187950311
1009780,20802060704,3122,0.6801122526922656
1009796,20503040702,3113,0.6801063539873266
1009801,20700080803,6250,0.6801044092042968
1009808,20503061204,55699,0.6801009785748652
1009820,20502010709,2539,0.6800974817900366
1009824,20801090302,6041,0.6800956758678951
1009826,20700041106,55347,0.6800948989132392
1009856,20801031002,2549,0.6800848872826397
1009920,20802060101,55264,0.6800493368625862
1010059,20801040203,52087,0.6799895186156515
1010112,20700030405,55298,0.6799625030797594
1010123,20600050508,7835,0.6799557235395253
1010170,20801040104,2840,0.6799319862044558
1010196,20503050906,54915,0.6799215682239236
1010309,20600031201,50611,0.6798707670828844
1010424,20503060707,2712,0.6798127355905552
1010475,20801100404,55088,0.6797862452041161
1010480,20802040102,55405,0.6797802579487427
1010486,20700041009,7835,0.6797782822682668
1010500,20700100102,3935,0.6797748442363053
1010513,20600030902,55381,0.6797661403461132
1010535,20700030405,3804,0.6797547744393472
1010806,20801090406,7213,0.6796281379735242
1010841,20700100401,10113,0.6796113373778457
1010843,20801110303,55405,0.679610861223934
1010847,20501071003,55259,0.6796088759446522
1010880,20503040702,3796,0.6795912612730295
1010977,20502061207,55224,0.6795499524546856
1010980,20700080102,55285,0.6795492475542424
1010991,20502061207,50458,0.6795431923780471
1011099,20700100804,2398,0.6794940164172317
1011102,20700040102,1010,0.6794930078940088
1011129,20700081003,55502,0.6794833006225678
1011172,20503041204,55164,0.6794641486172694
1011264,20801090406,6035,0.6794171591696997
1011338,20801040102,6213,0.6793741851789207
1011385,20600030102,2828,0.6793455535054199
1011407,20600060403,7910,0.6793365293448052
1011426,20801060503,55600,0.6793240992994432
1011461,20503050906,1556,0.6792996625163911
1011487,20600060603,2549,0.6792889340520686
1011504,20700041106,2625,0.6792794102816013
1011546,20600040101,55787,0.6792542480565318
1011600,20802080303,2406,0.6792314747704864
1011646,20600050104,7845,0.6792104555689098
1011703,20600050302,54041,0.6791793374790697
1011780,20503061202,2712,0.6791425219046276
1011857,20503051010,55397,0.6791380552493169
1011903,20700041006,2399,0.6791116345515933
1011904,20600030602,1363,0.6791114094308222
1011923,20600031204,1382,0.6790974485433928
1011937,20502050607,2709,0.6790888087549211
1011968,20700040102,1378,0.6790696696947066
1011989,20700110104,1356,0.6790572846140841
1011992,20600020203,56032,0.6790562679724761
1012049,20700020205,7763,0.6790282772227888
1012068,20600020204,3775,0.6790177516224025
1012142,20700100102,991,0.6789770680048024
1012315,20801090302,10525,0.6789085654042553
1012391,20802060505,10773,0.6788733804222297
1012438,20600060402,55699,0.6788560957805541
1012445,20700081004,55654,0.6788537600639745
1012508,20700020403,2828,0.6788321887350786
1012516,20700040409,55081,0.6788289676352051
1012612,20802050403,2876,0.6787747467106638
1012614,20502040407,1556,0.6787736395537016
1012650,20700110305,55148,0.6787618951287819
1012711,20600030703,50966,0.6787278007609171
1012715,20600020406,1769,0.6787252774841656
1012800,20700040409,3406,0.6786903915760926
1012961,20700040102,52193,0.6786083877639505
1013038,20700110102,2517,0.6785722435503255
1013112,20600060502,594,0.6785354173253181
1013116,20600031101,50611,0.6785341065534151
1013126,20801090501,1745,0.6785303131645765
1013148,20503061702,4259,0.6785172290962667
1013215,20600031101,2403,0.6784935866731211
1013236,20700090503,2411,0.6784842492449396
1013241,20802070206,54832,0.6784810758678592
1013250,20700110102,1363,0.6784755289563282
1013251,20801060601,2832,0.6784751013322136
1013331,20700100804,55405,0.6784377137785733
1013334,20802060704,10725,0.6784365965586652
1013504,20502061103,3406,0.6783978890544723
1013566,20700070304,2828,0.6783703810721103
1013615,20600040203,56808,0.6783499771918843
1013708,20700041006,55297,0.6783026673001431
1013730,20600060603,6035,0.6782929783901487
1013733,20600030105,599,0.6782921463734355
1013793,20700020205,2721,0.6782590932561885
1013865,20600030105,2434,0.678223962235955
1013928,20801100503,58427,0.6781999594147763
1013939,20801070203,2840,0.6781942506781209
1013946,20503050406,55405,0.6781919266123846
1013966,20801090401,7288,0.6781788771465279
1013972,20801040704,50292,0.6781769683899832
1014018,20801060503,3176,0.6781541270649897
1014031,20801040104,3403,0.6781492349247588
1014168,20700041006,55102,0.6781163650095707
1014342,20600030703,1355,0.6780480284970671
1014411,20700020205,2836,0.6780094114520289
1014422,20503050802,7213,0.6780043643934613
